Location (from NCBI, GRCh38 (hg38))	Cyto Location	Gene	Dosage Data	Gene Name	Gene MIM#	Phenotype	Inheritance	Phenotype MIM#	Chromosome	Start	End
chr8:143,723,933-143,733,779 (I)	8q24.3	FAM83H	Yes	family with sequence similarity 83 member H	611927	Amelogenesis imperfecta, type IIIA	Autosomal dominant	130900	chr8	143723933	143733779 
chr8:143,816,344-143,829,315	8q24.3	PUF60	Yes	poly(U) binding splicing factor 60	604819	Verheij syndrome	Autosomal dominant	615583	chr8	143816344	143829315
chr8:143,915,153-143,976,745	8q24.3	PLEC	Yes	plectin	601282	?Epidermolysis bullosa simplex 5D, generalized intermediate, autosomal recessive	Autosomal recessive	616487	chr8	143915153	143976745
chr8:143,915,153-143,976,745	8q24.3	PLEC	Yes	plectin	601282	Epidermolysis bullosa simplex 5A, Ogna type	Autosomal dominant	131950	chr8	143915153	143976745
chr8:143,915,153-143,976,745	8q24.3	PLEC	Yes	plectin	601282	Epidermolysis bullosa simplex 5B, with muscular dystrophy	Autosomal recessive	226670	chr8	143915153	143976745
chr8:143,915,153-143,976,745	8q24.3	PLEC	Yes	plectin	601282	Epidermolysis bullosa simplex 5C, with pyloric atresia	Autosomal recessive	612138	chr8	143915153	143976745
chr8:143,915,153-143,976,745	8q24.3	PLEC	Yes	plectin	601282	Muscular dystrophy, limb-girdle, autosomal recessive 17	Autosomal recessive	613723	chr8	143915153	143976745
chr8:144,050,322-144,063,961	8q24.3	OPLAH	Yes	5-oxoprolinase, ATP-hydrolysing	614243	5-oxoprolinase deficiency	Autosomal dominant, Autosomal recessive	260005	chr8	144050322	144063961
chr8:144,393,231-144,409,335	8q24.3	CPSF1	Yes	cleavage and polyadenylation specific factor 1	606027	Myopia 27	Autosomal dominant	618827	chr8	144393231	144409335
chr9:1-9,000,000 (S) (I)	9p24	MRD2	NA	Intellectual developmental disorder, autosomal dominant 2	614113	Intellectual developmental disorder, autosomal dominant 2	Autosomal dominant	614113	chr9	1	9000000  
chr9:1-43,000,001 (S) (I)	9p	DEL9p	NA	Chromosome 9p deletion syndrome	158170	Chromosome 9p deletion syndrome	Autosomal dominant	158170	chr9	1	43000001  
chr9:2,015,347-2,193,624	9p24.3	SMARCA2	Yes	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	600014	Blepharophimosis-impaired intellectual development syndrome	Autosomal dominant	619293	chr9	2015347	2193624
chr9:2,015,347-2,193,624	9p24.3	SMARCA2	Yes	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	600014	Nicolaides-Baraitser syndrome	Autosomal dominant	601358	chr9	2015347	2193624
chr9:4,984,390-5,129,948	9p24.1	JAK2	Yes	Janus kinase 2	147796	{Budd-Chiari syndrome, somatic}	Autosomal dominant	600880	chr9	4984390	5129948
chr9:4,984,390-5,129,948	9p24.1	JAK2	Yes	Janus kinase 2	147796	Erythrocytosis, somatic	Autosomal dominant	133100	chr9	4984390	5129948
chr9:4,984,390-5,129,948	9p24.1	JAK2	Yes	Janus kinase 2	147796	Leukemia, acute myeloid, somatic	Autosomal dominant	601626	chr9	4984390	5129948
chr9:4,984,390-5,129,948	9p24.1	JAK2	Yes	Janus kinase 2	147796	Myelofibrosis, somatic	Autosomal dominant	254450	chr9	4984390	5129948
chr9:4,984,390-5,129,948	9p24.1	JAK2	Yes	Janus kinase 2	147796	Polycythemia vera, somatic	Autosomal dominant	263300	chr9	4984390	5129948
chr9:4,984,390-5,129,948	9p24.1	JAK2	Yes	Janus kinase 2	147796	Thrombocythemia 3	Autosomal dominant, Somatic mutation	614521	chr9	4984390	5129948
chr9:14,081,843-14,532,077	9p23-p22.3	NFIB	Yes	nuclear factor I B	600728	Macrocephaly, acquired, with impaired intellectual development	Autosomal dominant	618286	chr9	14081843	14532077
chr9:14,737,152-14,910,995	9p22.3	FREM1	Yes	FRAS1 related extracellular matrix 1	608944	Bifid nose with or without anorectal and renal anomalies	Autosomal recessive	608980	chr9	14737152	14910995
chr9:14,737,152-14,910,995	9p22.3	FREM1	Yes	FRAS1 related extracellular matrix 1	608944	Manitoba oculotrichoanal syndrome	Autosomal recessive	248450	chr9	14737152	14910995
chr9:14,737,152-14,910,995	9p22.3	FREM1	Yes	FRAS1 related extracellular matrix 1	608944	Trigonocephaly 2	Autosomal dominant	614485	chr9	14737152	14910995
chr9:16,409,503-16,870,670	9p22.3-p22.2	BNC2	Yes	basonuclin zinc finger protein 2	608669	Lower urinary tract obstruction, congenital	Autosomal dominant	618612	chr9	16409503	16870670
chr9:21,802,636-21,941,115	9p21.3	MTAP	Yes	methylthioadenosine phosphorylase	156540	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	Autosomal dominant	112250	chr9	21802636	21941115
chr9:21,967,752-21,995,324	9p21.3	CDKN2A	Yes	cyclin dependent kinase inhibitor 2A	600160	{Melanoma and neural system tumor syndrome}	Autosomal dominant	155755	chr9	21967752	21995324
chr9:21,967,752-21,995,324	9p21.3	CDKN2A	Yes	cyclin dependent kinase inhibitor 2A	600160	{Melanoma-pancreatic cancer syndrome}	Autosomal dominant	606719	chr9	21967752	21995324
chr9:21,967,752-21,995,324	9p21.3	CDKN2A	Yes	cyclin dependent kinase inhibitor 2A	600160	{Melanoma, cutaneous malignant, 2}	Autosomal dominant	155601	chr9	21967752	21995324
chr9:27,109,141-27,230,178	9p21.2	TEK	Yes	TEK receptor tyrosine kinase	600221	Glaucoma 3, primary congenital, E	Autosomal dominant	617272	chr9	27109141	27230178
chr9:27,109,141-27,230,178	9p21.2	TEK	Yes	TEK receptor tyrosine kinase	600221	Venous malformations, multiple cutaneous and mucosal	Autosomal dominant	600195	chr9	27109141	27230178
chr9:27,546,546-27,573,866	9p21.2	C9orf72	Yes	C9orf72-SMCR8 complex subunit	614260	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	Autosomal dominant	105550	chr9	27546546	27573866
chr9:32,455,302-32,526,196	9p21.1	RIGI	Yes	RNA sensor RIG-I	609631	Singleton-Merten syndrome 2	Autosomal dominant	616298	chr9	32455302	32526196
chr9:32,540,544-32,552,586	9p21.1	TOPORS	Yes	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	609507	Retinitis pigmentosa 31	Autosomal dominant	609923	chr9	32540544	32552586
chr9:34,179,005-34,252,523	9p13.3	UBAP1	Yes	ubiquitin associated protein 1	609787	Spastic paraplegia 80, autosomal dominant	Autosomal dominant	618418	chr9	34179005	34252523
chr9:35,056,064-35,072,625	9p13.3	VCP	Yes	valosin containing protein	601023	Charcot-Marie-Tooth disease, type 2Y	Autosomal dominant	616687	chr9	35056064	35072625
chr9:35,056,064-35,072,625	9p13.3	VCP	Yes	valosin containing protein	601023	Frontotemporal dementia and/or amyotrophic lateral sclerosis 6	Autosomal dominant	613954	chr9	35056064	35072625
chr9:35,056,064-35,072,625	9p13.3	VCP	Yes	valosin containing protein	601023	Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1	Autosomal dominant	167320	chr9	35056064	35072625
chr9:35,681,993-35,690,056	9p13.3	TPM2	Yes	tropomyosin 2	190990	Arthrogryposis, distal, type 1A	Autosomal dominant	108120	chr9	35681993	35690056
chr9:35,681,993-35,690,056	9p13.3	TPM2	Yes	tropomyosin 2	190990	Arthrogryposis, distal, type 2B4	Autosomal dominant	108120	chr9	35681993	35690056
chr9:35,681,993-35,690,056	9p13.3	TPM2	Yes	tropomyosin 2	190990	Congenital myopathy 23	Autosomal dominant	609285	chr9	35681993	35690056
chr9:35,791,591-35,809,731	9p13.3	NPR2	Yes	natriuretic peptide receptor 2	108961	Acromesomelic dysplasia 1, Maroteaux type	Autosomal recessive	602875	chr9	35791591	35809731
chr9:35,791,591-35,809,731	9p13.3	NPR2	Yes	natriuretic peptide receptor 2	108961	Epiphyseal chondrodysplasia, Miura type	Autosomal dominant	615923	chr9	35791591	35809731
chr9:35,791,591-35,809,731	9p13.3	NPR2	Yes	natriuretic peptide receptor 2	108961	Short stature with nonspecific skeletal abnormalities	Autosomal dominant	616255	chr9	35791591	35809731
chr9:36,214,441-36,276,978	9p13.3	GNE	Yes	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	603824	Nonaka myopathy	Autosomal recessive	605820	chr9	36214441	36276978
chr9:36,214,441-36,276,978	9p13.3	GNE	Yes	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	603824	Sialuria	Autosomal dominant	269921	chr9	36214441	36276978
chr9:36,214,441-36,276,978	9p13.3	GNE	Yes	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	603824	Thrombocytopenia 12 with or without myopathy	Autosomal recessive	620757	chr9	36214441	36276978
chr9:65,000,001-69,300,000	9q21.11	DFNA51	Yes	Deafness, autosomal dominant 51 (chromosome 9q21.11 duplication syndrome)	613558	Deafness, autosomal dominant 51	Autosomal dominant	613558	chr9	65000001	69300000
chr9:70,529,060-71,446,971	9q21.12-q21.13	TRPM3	Yes	transient receptor potential cation channel subfamily M member 3	608961	?Cataract 50 with or without glaucoma	Autosomal dominant	620253	chr9	70529060	71446971
chr9:70,529,060-71,446,971	9q21.12-q21.13	TRPM3	Yes	transient receptor potential cation channel subfamily M member 3	608961	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures	Autosomal dominant	620224	chr9	70529060	71446971
chr9:70,809,975-70,810,084	9q21.12	MIR204	Yes	microRNA 204	610942	Retinal dystrophy and iris coloboma with or without cataract	Autosomal dominant	616722	chr9	70809975	70810084
chr9:72,521,608-72,838,297	9q21.13	TMC1	Yes	transmembrane channel like 1	606706	Deafness, autosomal dominant 36	Autosomal dominant	606705	chr9	72521608	72838297
chr9:72,521,608-72,838,297	9q21.13	TMC1	Yes	transmembrane channel like 1	606706	Deafness, autosomal recessive 7	Autosomal recessive	600974	chr9	72521608	72838297
chr9:74,497,335-74,693,177	9q21.13	RORB	Yes	RAR related orphan receptor B	601972	{Epilepsy, idiopathic generalized, susceptibility to, 15}	Autosomal dominant	618357	chr9	74497335	74693177
chr9:83,968,083-83,980,615	9q21.32	HNRNPK	Yes	heterogeneous nuclear ribonucleoprotein K	600712	Au-Kline syndrome	Autosomal dominant	616580	chr9	83968083	83980615
chr9:84,668,522-85,027,054	9q21.33	NTRK2	Yes	neurotrophic receptor tyrosine kinase 2	600456	Developmental and epileptic encephalopathy 58	Autosomal dominant	617830	chr9	84668522	85027054
chr9:84,668,522-85,027,054	9q21.33	NTRK2	Yes	neurotrophic receptor tyrosine kinase 2	600456	Obesity, hyperphagia, and developmental delay	Autosomal dominant	613886	chr9	84668522	85027054
chr9:90,801,600-90,898,549	9q22.2	SYK	Yes	spleen associated tyrosine kinase	600085	Immunodeficiency 82 with systemic inflammation	Autosomal dominant	619381	chr9	90801600	90898549
chr9:91,722,601-91,950,228	9q22.31	ROR2	Yes	receptor tyrosine kinase like orphan receptor 2	602337	Brachydactyly, type B1	Autosomal dominant	113000	chr9	91722601	91950228
chr9:91,722,601-91,950,228	9q22.31	ROR2	Yes	receptor tyrosine kinase like orphan receptor 2	602337	Robinow syndrome, autosomal recessive	Autosomal recessive	268310	chr9	91722601	91950228
chr9:92,031,147-92,115,413	9q22.31	SPTLC1	Yes	serine palmitoyltransferase long chain base subunit 1	605712	Amyotrophic lateral sclerosis 27, juvenile	Autosomal dominant	620285	chr9	92031147	92115413
chr9:92,031,147-92,115,413	9q22.31	SPTLC1	Yes	serine palmitoyltransferase long chain base subunit 1	605712	Neuropathy, hereditary sensory and autonomic, type IA	Autosomal dominant	162400	chr9	92031147	92115413
chr9:92,456,205-92,482,506	9q22.31	ASPN	Yes	asporin	608135	{Lumbar disc degeneration}	Autosomal dominant	603932	chr9	92456205	92482506
chr9:92,456,205-92,482,506	9q22.31	ASPN	Yes	asporin	608135	{Osteoarthritis susceptibility 3}	Autosomal dominant	607850	chr9	92456205	92482506
chr9:92,711,363-92,764,833	9q22.31	BICD2	Yes	BICD cargo adaptor 2	609797	Spinal muscular atrophy, lower extremity-predominant, 2A, autosomal dominant	Autosomal dominant	615290	chr9	92711363	92764833
chr9:92,711,363-92,764,833	9q22.31	BICD2	Yes	BICD cargo adaptor 2	609797	Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant	Autosomal dominant	618291	chr9	92711363	92764833
chr9:94,558,720-94,593,824	9q22.32	FBP2	Yes	fructose-bisphosphatase 2	603027	?Leukodystrophy, childhood-onset, remitting	Autosomal dominant	619864	chr9	94558720	94593824
chr9:95,442,980-95,516,971	9q22.32	PTCH1	Yes	patched 1	601309	Basal cell carcinoma, somatic	Autosomal dominant	605462	chr9	95442980	95516971
chr9:95,442,980-95,516,971	9q22.32	PTCH1	Yes	patched 1	601309	Basal cell nevus syndrome 1	Autosomal dominant	109400	chr9	95442980	95516971
chr9:95,442,980-95,516,971	9q22.32	PTCH1	Yes	patched 1	601309	Holoprosencephaly 7	Autosomal dominant	610828	chr9	95442980	95516971
chr9:97,853,226-97,856,717	9q22.33	FOXE1	Yes	forkhead box E1	602617	{Thyroid cancer, nonmedullary, 4}	Autosomal dominant	616534	chr9	97853226	97856717
chr9:97,853,226-97,856,717	9q22.33	FOXE1	Yes	forkhead box E1	602617	Bamforth-Lazarus syndrome	Autosomal recessive	241850	chr9	97853226	97856717
chr9:98,288,109-98,708,935	9q22.33	GABBR2	Yes	gamma-aminobutyric acid type B receptor subunit 2	607340	{Nicotine dependence, protection against}	Autosomal recessive	188890	chr9	98288109	98708935
chr9:98,288,109-98,708,935	9q22.33	GABBR2	Yes	gamma-aminobutyric acid type B receptor subunit 2	607340	{Nicotine dependence, susceptibility to}	Autosomal recessive	188890	chr9	98288109	98708935
chr9:98,288,109-98,708,935	9q22.33	GABBR2	Yes	gamma-aminobutyric acid type B receptor subunit 2	607340	Developmental and epileptic encephalopathy 59	Autosomal dominant	617904	chr9	98288109	98708935
chr9:98,288,109-98,708,935	9q22.33	GABBR2	Yes	gamma-aminobutyric acid type B receptor subunit 2	607340	Neurodevelopmental disorder with poor language and loss of hand skills	Autosomal dominant	617903	chr9	98288109	98708935
chr9:99,103,647-99,154,192	9q22.33	TGFBR1	Yes	transforming growth factor beta receptor 1	190181	{Multiple self-healing squamous epithelioma, susceptibility to}	Autosomal dominant	132800	chr9	99103647	99154192
chr9:99,103,647-99,154,192	9q22.33	TGFBR1	Yes	transforming growth factor beta receptor 1	190181	Loeys-Dietz syndrome 1	Autosomal dominant	609192	chr9	99103647	99154192
chr9:104,781,006-104,928,155	9q31.1	ABCA1	Yes	ATP binding cassette subfamily A member 1	600046	HDL deficiency, familial, 1	Autosomal dominant	604091	chr9	104781006	104928155
chr9:104,781,006-104,928,155	9q31.1	ABCA1	Yes	ATP binding cassette subfamily A member 1	600046	Tangier disease	Autosomal recessive	205400	chr9	104781006	104928155
chr9:106,860,158-107,013,634	9q31.2	ZNF462	Yes	zinc finger protein 462	617371	Weiss-Kruszka syndrome	Autosomal dominant	618619	chr9	106860158	107013634
chr9:108,867,517-108,934,124	9q31.3	ELP1	Yes	elongator acetyltransferase complex subunit 1	603722	{Medulloblastoma}	Autosomal dominant, Autosomal recessive, Somatic mutation	155255	chr9	108867517	108934124
chr9:108,867,517-108,934,124	9q31.3	ELP1	Yes	elongator acetyltransferase complex subunit 1	603722	Dysautonomia, familial	Autosomal recessive	223900	chr9	108867517	108934124
chr9:113,275,658-113,292,905	9q32	PRPF4	Yes	pre-mRNA splicing tri-snRNP complex factor PRPF4	607795	Retinitis pigmentosa 70	Autosomal dominant	615922	chr9	113275658	113292905
chr9:115,019,575-115,118,157	9q33.1	TNC	Yes	tenascin C	187380	Deafness, autosomal dominant 56	Autosomal dominant	615629	chr9	115019575	115118157
chr9:120,952,335-121,074,865	9q33.2	C5	Yes	complement C5	120900	[Eculizumab, poor response to]	Autosomal dominant	615749	chr9	120952335	121074865
chr9:120,952,335-121,074,865	9q33.2	C5	Yes	complement C5	120900	C5 deficiency	Autosomal recessive	609536	chr9	120952335	121074865
chr9:121,201,483-121,332,842	9q33.2	GSN	Yes	gelsolin	137350	Amyloidosis, Finnish type	Autosomal dominant	105120	chr9	121201483	121332842
chr9:124,481,236-124,507,399	9q33.3	NR5A1	Yes	nuclear receptor subfamily 5 group A member 1	184757	46XX sex reversal 4	Autosomal dominant	617480	chr9	124481236	124507399
chr9:124,481,236-124,507,399	9q33.3	NR5A1	Yes	nuclear receptor subfamily 5 group A member 1	184757	46XY sex reversal 3	Autosomal dominant	612965	chr9	124481236	124507399
chr9:124,481,236-124,507,399	9q33.3	NR5A1	Yes	nuclear receptor subfamily 5 group A member 1	184757	Adrenocortical insufficiency	Autosomal dominant	612964	chr9	124481236	124507399
chr9:124,481,236-124,507,399	9q33.3	NR5A1	Yes	nuclear receptor subfamily 5 group A member 1	184757	Premature ovarian failure 7	Autosomal dominant	612964	chr9	124481236	124507399
chr9:124,481,236-124,507,399	9q33.3	NR5A1	Yes	nuclear receptor subfamily 5 group A member 1	184757	Spermatogenic failure 8	Autosomal dominant	613957	chr9	124481236	124507399
chr9:124,857,883-124,861,957	9q33.3	RPL35	Yes	ribosomal protein L35	618315	?Diamond-Blackfan anemia 19	Autosomal dominant	618312	chr9	124857883	124861957
chr9:126,613,928-126,701,032	9q33.3	LMX1B	Yes	LIM homeobox transcription factor 1 beta	602575	Focal segmental glomerulosclerosis 10	Autosomal dominant	256020	chr9	126613928	126701032
chr9:126,613,928-126,701,032	9q33.3	LMX1B	Yes	LIM homeobox transcription factor 1 beta	602575	Nail-patella syndrome	Autosomal dominant	161200	chr9	126613928	126701032
chr9:127,451,486-127,503,501	9q33.3-q34.11	LRSAM1	Yes	leucine rich repeat and sterile alpha motif containing 1	610933	Charcot-Marie-Tooth disease, axonal, type 2P	Autosomal dominant, Autosomal recessive	614436	chr9	127451486	127503501
chr9:127,611,912-127,696,029	9q34.11	STXBP1	Yes	syntaxin binding protein 1	602926	Developmental and epileptic encephalopathy 4	Autosomal dominant, Autosomal recessive	612164	chr9	127611912	127696029
chr9:127,785,918-127,786,007	9q34.11	MIR2861	Yes	microRNA 2861	613405	[Bone mineral density QTL 15]	Autosomal dominant, Autosomal recessive	613418	chr9	127785918	127786007
chr9:127,815,016-127,854,658	9q34.11	ENG	Yes	endoglin	131195	Telangiectasia, hereditary hemorrhagic, type 1	Autosomal dominant	187300	chr9	127815016	127854658
chr9:128,203,379-128,255,244	9q34.11	DNM1	Yes	dynamin 1	602377	Developmental and epileptic encephalopathy 31A, autosomal dominant	Autosomal dominant	616346	chr9	128203379	128255244
chr9:128,203,379-128,255,244	9q34.11	DNM1	Yes	dynamin 1	602377	Developmental and epileptic encephalopathy 31B, autosomal recessive	Autosomal recessive	620352	chr9	128203379	128255244
chr9:128,552,587-128,633,662	9q34.11	SPTAN1	Yes	spectrin alpha, non-erythrocytic 1	182810	Developmental and epileptic encephalopathy 5	Autosomal dominant	613477	chr9	128552587	128633662
chr9:128,552,587-128,633,662	9q34.11	SPTAN1	Yes	spectrin alpha, non-erythrocytic 1	182810	Developmental delay with or without epilepsy	Autosomal dominant	620540	chr9	128552587	128633662
chr9:128,552,587-128,633,662	9q34.11	SPTAN1	Yes	spectrin alpha, non-erythrocytic 1	182810	Neuronopathy, distal hereditary motor, autosomal dominant 11	Autosomal dominant	620528	chr9	128552587	128633662
chr9:128,552,587-128,633,662	9q34.11	SPTAN1	Yes	spectrin alpha, non-erythrocytic 1	182810	Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia	Autosomal dominant	620538	chr9	128552587	128633662
chr9:128,683,424-128,696,396	9q34.11	SET	Yes	SET nuclear proto-oncogene	600960	Intellectual developmental disorder, autosomal dominant 58	Autosomal dominant	618106	chr9	128683424	128696396
chr9:128,882,133-128,918,039	9q34.11	LRRC8A	Yes	leucine rich repeat containing 8 VRAC subunit A	608360	?Agammaglobulinemia 5	Autosomal dominant	613506	chr9	128882133	128918039
